Customer_ID,Full_Name,Gender,Birthdate,Registration_Date,Email,Phone_Number,City,Preferred_Channel,Batch_ID,Source_File
C002891,Ahmed Yamamoto,MALE,2005-06-08,2018-01-11,ahmed.yamamoto@example.com,+20682682357,Doha,In-Store,gen_20251127_092505,customers.csv
C003674,Ahmed Johnson,Male,1957-10-08,2018-10-02,ahmed.johnson@example.com,+20307557795,Mansoura,Mixed,gen_20251127_092505,customers.csv
C000081,Mohamed Khan,Male,1988-07-16,2023-04-11,mohamed.khan@example.com,+20678604047,Dubai,Online,gen_20251127_092505,customers.csv
C002562,Omar Lopez,Other,1959-05-10,2020-02-20,,+20832904668,Cairo,Mixed,gen_20251127_092505,customers.csv
C001724,Sara Khan,Other,1999-06-22,2020-04-03,NA,+20705568730,Dubai,Online,gen_20251127_092505,customers.csv
C001618,Amina Yamamoto,Other,1967-05-26,2024-10-10,amina.yamamoto@example.com,+20102332470,Riyadh,Online,gen_20251127_092505,customers.csv
C001655,David Ali,Male,1972-06-01,2019-08-14,david.ali@example.com,+20894535716,Tanta,Mixed,gen_20251127_092505,customers.csv
C002329,Noah Lopez,Other,2005-02-24,2020-07-15,noah.lopez@example.com,+20905702212,Alexandria,in-store,gen_20251127_092505,customers.csv
C004614,Amina Lopez,Female,1964-01-29,2019-04-18,amina.lopez@example.com,+20529404039,Mansoura,online,gen_20251127_092505,customers.csv
C000222,Noah Lopez,unkn0wn,2003-08-28,2023-07-06,NA,+20438329421,Mansoura,Mixed,gen_20251127_092505,customers.csv
C000094,Amina Yamamoto,Other,2005-10-26,2018-08-14,amina.yamamoto@example.com,+20208265023,Riyadh,Mixed,gen_20251127_092505,customers.csv
C002610,Julia Yamamoto,Male,2001-07-10,2023-05-02,julia.yamamoto@example.com,+20211604530,Alexandria,Online,gen_20251127_092505,customers.csv
C003383,Mohamed Hassan,Male,1977-01-12,2020-03-29,mohamed.hassan@example.com,+20251569913,Giza,In-Store,gen_20251127_092505,customers.csv
C004416,John Brown,Other,1975-12-03,2023-11-29,john.brown@example.com,+20570620678,Giza,online,gen_20251127_092505,customers.csv
C001398,Maria Yamamoto,Other,1964-11-29,2024-10-01,maria.yamamoto@example.com,+20566768646,Giza,In-Store,gen_20251127_092505,customers.csv
C004687,David Smith,Other,1958-04-23,2021-02-02,david.smith@example.com,+20417331261,Doha,Online,gen_20251127_092505,customers.csv
C001293,Mia Ali,Male,1965-09-10,2022-06-02,mia.ali@example.com,+20645475700,Doha,Mixed,gen_20251127_092505,customers.csv
C002165,Liam Johnson,Other,2004-11-05,2019-04-16,liam.johnson@example.com,+20331530419,Tanta,Mixed,gen_20251127_092505,customers.csv
C002940,Hiro Garcia,Female,1998-08-06,2024-08-22,hiro.garcia@example.com,+20433555553,dubai,Mixed,gen_20251127_092505,customers.csv
C003669,Maria Ali,Female,1961-12-07,2020-03-31,maria.ali@example.com,+20303511114,Dubai,mixed,gen_20251127_092505,customers.csv
C000813,Sara Ali,Other,1982-05-16,2024-06-08,sara.ali@example.com,+20490724993,Tanta,Mixed,gen_20251127_092505,customers.csv
C001259,Liam Martin,Female,1986-09-03,2023-08-04,liam.martin@example.com,+20335754294,,Online,gen_20251127_092505,customers.csv
C000890,John Garcia,unkn0wn,1973-10-10,2020-06-30,john.garcia@example.com,+20782666783,Riyadh,In-Store,gen_20251127_092505,customers.csv
C001452,Youssef Yamamoto,Female,1986-04-22,2021-11-15,youssef.yamamoto@example.com,+20865516186,Dubai,In-Store,gen_20251127_092505,customers.csv
C003317,Julia Johnson,Female,1977-05-21,2024-04-13,julia.johnson@example.com,+20655479785,mansoura,Online,gen_20251127_092505,customers.csv
C002560,Hiro Brown,Female,1997-06-29,2019-08-09,hiro.brown@example.com,+20657844055,Alexandria,Online,gen_20251127_092505,customers.csv
C003575,Maria Yamamoto,Male,1988-12-06,2019-05-04,maria.yamamoto@example.com,+20245056900,Dubai,Online,gen_20251127_092505,customers.csv
C002681,Mia Martin,Male,1990-06-22,2020-11-19,mia.martin@example.com,+20978030290,Doha,In-Store,gen_20251127_092505,customers.csv
C004652,Isabella Johnson,Male,2003-12-29,2022-09-02,isabella.johnson@example.com,+20542669518,Cairo,Mixed,gen_20251127_092505,customers.csv
C004812,Youssef Brown,Female,1957-07-09,2022-06-25,youssef.brown@example.com,+20182824854,Giza,In-Store,gen_20251127_092505,customers.csv
C004680,Carlos Lopez,Female,1994-06-02,2024-01-24,carlos.lopez@example.com,+20875809231,Giza,Online,gen_20251127_092505,customers.csv
C002965,Sara Martin,female,1997-05-21,2021-10-28,sara.martin@example.com,+20256467876,Giza,Online,gen_20251127_092505,customers.csv
C002673,John Smith,Male,1997-01-27,2021-05-15,john.smith@example.com,+20275609179,Riyadh,Mixed,gen_20251127_092505,customers.csv
C000562,David Khan,Female,1988-11-04,2020-03-26,david.khan@example.com,+20927599210,Riyadh,In-Store,gen_20251127_092505,customers.csv
C002779,Emma Martin,Male,1969-02-11,2021-02-21,emma.martin@example.com,+20193679662,,Online,gen_20251127_092505,customers.csv
C002949,Sara Yamamoto,Male,1959-01-04,2020-09-06,sara.yamamoto@example.com,+20882095322,Giza,In-Store,gen_20251127_092505,customers.csv
C002818,Julia Brown,Male,1981-03-11,2018-09-04,,+20682413612,Tanta,In-Store,gen_20251127_092505,customers.csv
C002759,Maria Ali,Male,1970-08-07,2021-02-26,maria.ali@example.com,+20136936332,Tanta,Mixed,gen_20251127_092505,customers.csv
C001757,Maria Lopez,Other,1958-12-20,2021-03-01,maria.lopez@example.com,+20328993800,Mansoura,In-Store,gen_20251127_092505,customers.csv
C000725,Hiro Khan,Male,1968-08-02,2018-06-07,hiro.khan@example.com,+20120942942,Giza,Online,gen_20251127_092505,customers.csv
C000220,David Smith,unkn0wn,1973-01-19,2019-12-06,david.smith@example.com,+20414039467,Dubai,in-store,gen_20251127_092505,customers.csv
C004140,Fatima Hassan,MALE,1960-01-25,2021-12-31,fatima.hassan@example.com,+20644784751,Alexandria,In-Store,gen_20251127_092505,customers.csv
C003958,Amina Brown,Female,2000-10-07,2020-03-04,amina.brown@example.com,+20598496969,Giza,In-Store,gen_20251127_092505,customers.csv
C001589,John Johnson,Male,2006-12-09,2022-11-30,john.johnson@example.com,,Cairo,Online,gen_20251127_092505,customers.csv
C003348,Hiro Lopez,Other,2002-03-30,2021-05-04,hiro.lopez@example.com,+20494802297,Riyadh,Mixed,gen_20251127_092505,customers.csv
C003971,Sophia Lopez,unkn0wn,1959-04-04,2020-01-01,sophia.lopez@example.com,+20764903617,Doha,Online,gen_20251127_092505,customers.csv
C004708,Omar Ali,Male,1972-02-05,2019-02-25,omar.ali@example.com,+20280677085,Cairo,In-Store,gen_20251127_092505,customers.csv
C000044,Emma Martin,Other,2002-11-11,2020-06-03,emma.martin@example.com,+20962101177,Mansoura,In-Store,gen_20251127_092505,customers.csv
C003002,Maria Smith,Male,1983-10-25,2023-08-21,maria.smith@example.com,+20226403263,Tanta,In-Store,gen_20251127_092505,customers.csv
C000211,Mohamed Johnson,Female,1978-07-20,2023-08-01,mohamed.johnson@example.com,+20205824845,Mansoura,Online,gen_20251127_092505,customers.csv
C000678,Hiro Johnson,Male,2002-02-09,2019-03-27,hiro.johnson@example.com,+20249511729,Mansoura,Online,gen_20251127_092505,customers.csv
C000355,Liam Smith,Male,1974-09-17,2022-11-10,liam.smith@example.com,+20443645722,Giza,In-Store,gen_20251127_092505,customers.csv
C001434,Mohamed Ali,Male,1965-04-10,2019-10-15,mohamed.ali@example.com,+20250161052,Doha,Online,gen_20251127_092505,customers.csv
C000950,Carlos Smith,male,1975-09-20,2021-07-31,carlos.smith@example.com,+20153991858,Dubai,Mixed,gen_20251127_092505,customers.csv
C002844,Isabella Smith,Male,1975-02-06,2024-01-10,isabella.smith@example.com,+20118464440,Dubai,In-Store,gen_20251127_092505,customers.csv
C000578,Maria Brown,Other,1979-01-08,2021-04-03,maria.brown@example.com,+20472263635,Riyadh,In-Store,gen_20251127_092505,customers.csv
C003929,Mohamed Garcia,other,1977-07-23,2020-12-03,mohamed.garcia@example.com,+20300683292,Cairo,Online,gen_20251127_092505,customers.csv
C000545,Amina Yamamoto,Female,1992-09-23,2021-04-19,amina.yamamoto@example.com,+20435381831,Tanta,In-Store,gen_20251127_092505,customers.csv
C000368,Anna Martin,Female,2003-12-17,2020-02-12,anna.martin@example.com,+20879744940,Riyadh,mixed,gen_20251127_092505,customers.csv
C001613,Hiro Brown,Female,1977-05-28,2019-03-21,hiro.brown@example.com,+20722503456,Mansoura,Mixed,gen_20251127_092505,customers.csv
C003551,Sara Lopez,Other,1989-12-09,2021-03-10,sara.lopez@example.com,+20109211059,Tanta,Mixed,gen_20251127_092505,customers.csv
C003717,Mohamed Brown,Female,1980-02-25,2020-02-01,mohamed.brown@example.com,+20649610920,Alexandria,In-Store,gen_20251127_092505,customers.csv
C003780,Noah Hassan,Female,1998-08-06,2023-06-04,noah.hassan@example.com,+20840161985,Riyadh,In-Store,gen_20251127_092505,customers.csv
C000136,David Khan,Other,1985-07-30,2022-02-11,david.khan@example.com,+20871939788,Cairo,In-Store,gen_20251127_092505,customers.csv
C004481,Sara Khan,Male,1987-09-28,2022-05-26,sara.khan@example.com,+20156346852,Dubai,In-Store,gen_20251127_092505,customers.csv
C001438,Julia Ali,Male,1988-06-29,2021-11-08,julia.ali@example.com,+20131876329,NA,Mixed,gen_20251127_092505,customers.csv
C000048,John Brown,Male,1983-09-30,2023-09-06,john.brown@example.com,+20206765896,Doha,Online,gen_20251127_092505,customers.csv
C001361,Fatima Ali,Male,1981-12-12,2019-11-16,fatima.ali@example.com,+20792712875,Cairo,Online,gen_20251127_092505,customers.csv
C000735,Ahmed Hassan,Female,1982-03-18,2022-06-11,ahmed.hassan@example.com,+20629187637,Riyadh,Online,gen_20251127_092505,customers.csv
C001535,Ahmed Garcia,Female,1957-12-23,2019-05-15,ahmed.garcia@example.com,+20874845580,Alexandria,Mixed,gen_20251127_092505,customers.csv
C002005,Noah Smith,Other,1980-05-16,2024-11-08,noah.smith@example.com,+20113453627,Giza,Mixed,gen_20251127_092505,customers.csv
C003796,Ahmed Smith,Female,1976-11-02,2020-05-22,ahmed.smith@example.com,,Alexandria,Online,gen_20251127_092505,customers.csv
C002520,Sophia Brown,Female,1987-11-12,2018-09-05,sophia.brown@example.com,+20523535839,Cairo,Mixed,gen_20251127_092505,customers.csv
C001973,Maria Martin,Female,2000-05-07,2022-07-17,maria.martin@example.com,+20353684046,Alexandria,Online,gen_20251127_092505,customers.csv
C000997,Mia Johnson,Male,1983-04-11,2018-01-21,mia.johnson@example.com,+20713508298,Tanta,In-Store,gen_20251127_092505,customers.csv
C000062,Youssef Khan,Female,1990-01-30,2020-08-20,youssef.khan@example.com,+20287870760,Tanta,In-Store,gen_20251127_092505,customers.csv
C001109,Amina Garcia,Male,2005-08-17,2024-07-25,amina.garcia@example.com,+20425334314,Cairo,Mixed,gen_20251127_092505,customers.csv
C002406,Omar Brown,Male,1996-12-29,2020-02-03,omar.brown@example.com,+20123625963,Alexandria,Online,gen_20251127_092505,customers.csv
C000096,Noah Ali,Male,1975-11-01,2020-12-08,noah.ali@example.com,+20882724098,Doha,Online,gen_20251127_092505,customers.csv
C000479,Anna Khan,Other,1955-08-30,2024-05-11,anna.khan@example.com,+20558790700,Alexandria,In-Store,gen_20251127_092505,customers.csv
C004360,Julia Martin,Other,2002-07-08,2020-08-21,julia.martin@example.com,+20282494930,Riyadh,In-Store,gen_20251127_092505,customers.csv
C004113,Omar Lopez,other,1982-05-18,2024-03-05,omar.lopez@example.com,+20109206166,Dubai,Online,gen_20251127_092505,customers.csv
C003708,Maria Smith,Male,1983-12-24,2021-05-08,maria.smith@example.com,+20364297045,Dubai,In-Store,gen_20251127_092505,customers.csv
C001102,Emma Smith,Female,1975-10-28,2020-05-31,emma.smith@example.com,+20717305775,Mansoura,Online,gen_20251127_092505,customers.csv
C002747,Emma Lopez,Female,1997-07-25,2019-12-19,emma.lopez@example.com,+20544666629,Tanta,Online,gen_20251127_092505,customers.csv
C002171,David Yamamoto,Other,1992-11-23,2019-06-25,david.yamamoto@example.com,+20820969351,Dubai,Mixed,gen_20251127_092505,customers.csv
C000323,Ahmed Khan,Other,2007-07-03,2023-03-01,ahmed.khan@example.com,+20290542869,doha,Online,gen_20251127_092505,customers.csv
C004255,Noah Lopez,Female,1987-06-16,2022-06-20,noah.lopez@example.com,000000,Cairo,In-Store,gen_20251127_092505,customers.csv
C003143,John Khan,Male,1955-09-23,2019-07-18,john.khan@example.com,000000,Doha,In-Store,gen_20251127_092505,customers.csv
C003538,Liam Lopez,Female,2001-01-03,2018-04-22,liam.lopez@example.com,+20969061422,Tanta,Mixed,gen_20251127_092505,customers.csv
C004926,Noah Khan,Female,1963-12-29,2024-09-28,noah.khan@example.com,000000,Doha,online,gen_20251127_092505,customers.csv
C002925,Ahmed Hassan,Male,1994-03-31,2024-10-01,AHMED.HASSAN@EXAMPLE.COM,+20883203575,Riyadh,Mixed,gen_20251127_092505,customers.csv
C001150,Isabella Johnson,Female,1987-01-07,2023-06-10,isabella.johnson@example.com,+20118710315,Giza,In-Store,gen_20251127_092505,customers.csv
C003618,Carlos Ali,Female,1987-03-06,2023-10-21,carlos.ali@example.com,+20368765682,Cairo,In-Store,gen_20251127_092505,customers.csv
C000292,Emma Johnson,Male,1966-01-01,2022-02-13,emma.johnson@example.com,+20239195839,Giza,Mixed,gen_20251127_092505,customers.csv
C003750,Youssef Yamamoto,Other,1962-12-02,2023-09-11,NA,+20537966627,Mansoura,Mixed,gen_20251127_092505,customers.csv
C003587,Sara Ali,Male,1987-02-17,2018-09-17,sara.ali@example.com,+20898688248,Doha,In-Store,gen_20251127_092505,customers.csv
C000534,John Martin,Other,1962-09-15,2022-12-27,john.martin@example.com,+20166324992,,Mixed,gen_20251127_092505,customers.csv
C003608,Omar Yamamoto,Male,1983-06-17,2022-05-15,omar.yamamoto@example.com,+20128635980,Giza,Online,gen_20251127_092505,customers.csv
C002649,Sara Hassan,Other,1992-04-12,2021-10-23,sara.hassan@example.com,+20898728605,Cairo,In-Store,gen_20251127_092505,customers.csv
C004811,Maria Martin,Female,1991-09-14,2023-07-20,maria.martin@example.com,+20296265915,Mansoura,Online,gen_20251127_092505,customers.csv
C001984,Julia Ali,Male,1993-09-04,2021-10-18,julia.ali@example.com,+20859580210,Giza,In-Store,gen_20251127_092505,customers.csv
C002933,Liam Johnson,Female,1987-03-06,2020-09-09,liam.johnson@example.com,+20617445950,Tanta,in-store,gen_20251127_092505,customers.csv
C001537,Fatima Yamamoto,FEMALE,2004-04-02,2021-01-07,fatima.yamamoto@example.com,+20362576133,Cairo,In-Store,gen_20251127_092505,customers.csv
C004535,Anna Ali,Female,1998-11-27,2020-01-23,anna.ali@example.com,+20858142972,Alexandria,Online,gen_20251127_092505,customers.csv
C004173,Omar Johnson,Other,1992-01-24,2021-03-31,omar.johnson@example.com,+20747350611,Doha,Mixed,gen_20251127_092505,customers.csv
C003361,Mohamed Martin,unkn0wn,1988-03-05,2022-01-16,mohamed.martin@example.com,+20377888767,Cairo,In-Store,gen_20251127_092505,customers.csv
C003666,John Garcia,Female,1986-07-22,2024-11-10,john.garcia@example.com,+20703570090,Dubai,Mixed,gen_20251127_092505,customers.csv
C004006,Fatima Yamamoto,Other,1956-08-03,2021-01-29,fatima.yamamoto@example.com,+20519952483,,Online,gen_20251127_092505,customers.csv
C003627,Hiro Yamamoto,Other,1963-10-27,2018-08-31,hiro.yamamoto@example.com,+20196194548,Dubai,In-Store,gen_20251127_092505,customers.csv
C000587,Julia Ali,Male,1992-12-20,2018-10-18,julia.ali@example.com,+20943327908,Doha,In-Store,gen_20251127_092505,customers.csv
C003257,Ahmed Khan,Male,1995-12-09,2023-09-30,ahmed.khan@example.com,+20154235556,Giza,Online,gen_20251127_092505,customers.csv
C002299,Amina Smith,Female,1994-10-26,2018-11-08,amina.smith@example.com,+20449218134,NA,Mixed,gen_20251127_092505,customers.csv
C003989,Ahmed Garcia,Female,1968-12-28,2023-05-11,ahmed.garcia@example.com,+20360284476,Mansoura,In-Store,gen_20251127_092505,customers.csv
C000585,Fatima Martin,unkn0wn,1981-11-07,2018-01-26,fatima.martin@example.com,,Cairo,Mixed,gen_20251127_092505,customers.csv
C002424,Anna Garcia,Female,1956-11-07,2018-03-22,anna.garcia@example.com,+20747338216,Tanta,In-Store,gen_20251127_092505,customers.csv
C001392,Julia Martin,Male,2006-03-15,2018-01-21,julia.martin@example.com,+20507196884,Mansoura,Online,gen_20251127_092505,customers.csv
C004526,Sophia Yamamoto,Male,1967-10-06,2023-02-13,sophia.yamamoto@example.com,+20785636004,Dubai,Online,gen_20251127_092505,customers.csv
C004921,Ahmed Khan,Female,1986-06-18,2024-04-03,ahmed.khan@example.com,+20526669475,Doha,Mixed,gen_20251127_092505,customers.csv
C004801,Liam Khan,Male,1960-03-13,2022-12-26,liam.khan@example.com,+20239896186,,Mixed,gen_20251127_092505,customers.csv
C003241,Sophia Yamamoto,Female,1969-08-26,2023-04-15,sophia.yamamoto@example.com,+20675459522,Riyadh,Online,gen_20251127_092505,customers.csv
C004282,David Yamamoto,Male,1962-07-27,2020-10-26,david.yamamoto@example.com,+20486097399,Doha,mixed,gen_20251127_092505,customers.csv
C003339,Hiro Khan,Other,1972-12-18,2021-02-19,HIRO.KHAN@EXAMPLE.COM,+20696904570,Cairo,In-Store,gen_20251127_092505,customers.csv
C003221,Anna Khan,Female,1955-03-02,2019-01-10,anna.khan@example.com,+20695510802,Doha,Mixed,gen_20251127_092505,customers.csv
C002112,Isabella Lopez,Male,1999-06-22,2020-08-31,isabella.lopez@example.com,+20783351718,Alexandria,In-Store,gen_20251127_092505,customers.csv
C001175,Julia Yamamoto,Female,1982-09-17,2020-02-13,julia.yamamoto@example.com,+20774148302,Cairo,Mixed,gen_20251127_092505,customers.csv
C004863,Fatima Yamamoto,MALE,1992-10-14,2023-03-28,fatima.yamamoto@example.com,+20378729409,Riyadh,Mixed,gen_20251127_092505,customers.csv
C003812,Omar Yamamoto,Female,1996-11-14,2018-09-24,omar.yamamoto@example.com,+20272715248,Tanta,Online,gen_20251127_092505,customers.csv
C001868,Mohamed Martin,Other,1988-11-16,2018-08-08,mohamed.martin@example.com,+20753194261,Cairo,Mixed,gen_20251127_092505,customers.csv
C002615,David Smith,Other,1972-03-13,2023-11-27,david.smith@example.com,+20505114822,Cairo,Mixed,gen_20251127_092505,customers.csv
C003867,Hiro Yamamoto,Other,1993-10-11,2020-11-26,NA,+20753612740,Cairo,Mixed,gen_20251127_092505,customers.csv
C004886,Isabella Brown,other,1965-03-07,2023-02-01,isabella.brown@example.com,+20439992455,Riyadh,Online,gen_20251127_092505,customers.csv
C003779,Emma Brown,Other,1990-05-10,2021-07-07,emma.brown@example.com,000000,Giza,Mixed,gen_20251127_092505,customers.csv
C003847,John Ali,Female,1986-03-20,2020-04-23,john.ali@example.com,+20294282458,Giza,Mixed,gen_20251127_092505,customers.csv
C002417,Maria Lopez,Female,1998-04-07,2018-02-16,maria.lopez@example.com,+20480447743,Riyadh,Mixed,gen_20251127_092505,customers.csv
C000071,Youssef Khan,Female,1979-01-17,2018-04-10,youssef.khan@example.com,+20458781842,Doha,Online,gen_20251127_092505,customers.csv
C004881,Sara Hassan,Female,1993-10-31,2021-07-17,sara.hassan@example.com,+20898150359,Giza,Mixed,gen_20251127_092505,customers.csv
C001127,Emma Hassan,Other,1996-09-03,2021-07-13,emma.hassan@example.com,+20726484914,Dubai,Mixed,gen_20251127_092505,customers.csv
C004025,Sara Martin,Female,1959-07-23,2023-12-18,NA,+20119262028,Riyadh,Mixed,gen_20251127_092505,customers.csv
C003251,Ahmed Brown,Male,2001-02-15,2023-01-02,ahmed.brown@example.com,+20552702783,mansoura,Online,gen_20251127_092505,customers.csv
C003902,Mohamed Martin,Male,1994-09-05,2021-03-23,mohamed.martin@example.com,+20973004492,Cairo,in-store,gen_20251127_092505,customers.csv
C001096,Omar Hassan,Other,1971-04-30,2024-08-15,omar.hassan@example.com,+20646030810,Mansoura,Online,gen_20251127_092505,customers.csv
C004546,Sophia Johnson,Female,1995-06-13,2022-09-29,SOPHIA.JOHNSON@EXAMPLE.COM,+20581349459,Cairo,online,gen_20251127_092505,customers.csv
C001213,John Yamamoto,Male,1963-10-23,2022-06-10,john.yamamoto@example.com,+20177789042,Dubai,In-Store,gen_20251127_092505,customers.csv
C003922,Julia Ali,Female,1981-10-12,2021-03-14,julia.ali@example.com,+20357448734,Dubai,In-Store,gen_20251127_092505,customers.csv
C001426,Maria Garcia,Male,2004-08-19,2018-04-09,maria.garcia@example.com,+20402465094,,Mixed,gen_20251127_092505,customers.csv
C003067,Maria Brown,Female,2006-01-23,2024-02-19,maria.brown@example.com,+20506808258,Giza,In-Store,gen_20251127_092505,customers.csv
C004520,Sophia Johnson,Other,1958-10-25,2023-06-25,sophia.johnson@example.com,000000,Cairo,In-Store,gen_20251127_092505,customers.csv
C002101,Sara Johnson,Female,1971-12-12,2018-03-23,sara.johnson@example.com,+20141706552,Doha,Mixed,gen_20251127_092505,customers.csv
C000808,Mohamed Khan,male,1960-08-28,2021-07-22,mohamed.khan@example.com,+20349245603,Alexandria,In-Store,gen_20251127_092505,customers.csv
C004744,Liam Hassan,Female,1975-12-02,2020-05-27,liam.hassan@example.com,+20693702459,Alexandria,Mixed,gen_20251127_092505,customers.csv
C003751,Youssef Khan,MALE,1996-08-20,2021-08-15,youssef.khan@example.com,+20861113771,Dubai,Mixed,gen_20251127_092505,customers.csv
C001363,Omar Brown,Male,1987-11-21,2019-04-11,omar.brown@example.com,+20152796660,Mansoura,Online,gen_20251127_092505,customers.csv
C002318,Noah Martin,Male,2006-07-12,2019-10-27,noah.martin@example.com,+20311111698,,Online,gen_20251127_092505,customers.csv
C004582,Amina Lopez,Female,1973-01-03,2019-06-21,amina.lopez@example.com,+20759529771,Riyadh,In-Store,gen_20251127_092505,customers.csv
C004742,Mohamed Martin,Other,1957-04-15,2021-06-26,NA,+20471966699,Giza,Online,gen_20251127_092505,customers.csv
C001026,Emma Hassan,Female,1990-11-07,2020-04-24,emma.hassan@example.com,+20639810830,Giza,Online,gen_20251127_092505,customers.csv
C003110,Maria Brown,Male,1991-12-10,2020-04-18,maria.brown@example.com,+20184443211,Riyadh,In-Store,gen_20251127_092505,customers.csv
C002111,Mohamed Lopez,Other,2000-09-07,2021-11-27,mohamed.lopez@example.com,+20359139747,giza,Mixed,gen_20251127_092505,customers.csv
C001042,Omar Brown,other,2001-02-12,2022-10-07,omar.brown@example.com,,Alexandria,Mixed,gen_20251127_092505,customers.csv
C001877,Youssef Martin,Other,1998-12-25,2020-12-17,youssef.martin@example.com,+20865915395,Tanta,Mixed,gen_20251127_092505,customers.csv
C000882,Julia Ali,Female,2003-12-18,2020-02-25,julia.ali@example.com,+20158880892,Dubai,In-Store,gen_20251127_092505,customers.csv
C004300,Liam Ali,Male,1984-06-17,2024-11-18,liam.ali@example.com,+20946199269,Doha,Online,gen_20251127_092505,customers.csv
C001193,Youssef Lopez,Female,1966-10-19,2024-04-16,youssef.lopez@example.com,+20222946103,Mansoura,Online,gen_20251127_092505,customers.csv
C004588,John Yamamoto,Female,2003-07-17,2019-12-03,john.yamamoto@example.com,+20203990755,Dubai,Mixed,gen_20251127_092505,customers.csv
C004511,Youssef Johnson,Other,1980-11-20,2023-09-16,YOUSSEF.JOHNSON@EXAMPLE.COM,+20630404232,Tanta,in-store,gen_20251127_092505,customers.csv
C003671,Emma Lopez,Other,1970-06-28,2020-10-24,emma.lopez@example.com,+20331737964,Mansoura,In-Store,gen_20251127_092505,customers.csv
C000625,Isabella Martin,Female,1981-04-22,2019-12-22,isabella.martin@example.com,+20161315903,Cairo,In-Store,gen_20251127_092505,customers.csv
C002797,Youssef Smith,Female,2007-04-07,2022-02-12,youssef.smith@example.com,+20794031176,Alexandria,In-Store,gen_20251127_092505,customers.csv
C004292,Carlos Lopez,Other,1967-08-22,2022-07-21,carlos.lopez@example.com,+20576322331,Alexandria,Mixed,gen_20251127_092505,customers.csv
C004969,Mohamed Garcia,Female,1979-01-17,2021-04-03,mohamed.garcia@example.com,+20512172247,Doha,In-Store,gen_20251127_092505,customers.csv
C000234,Fatima Johnson,Female,1994-09-02,2021-07-14,fatima.johnson@example.com,+20281016271,Giza,Online,gen_20251127_092505,customers.csv
C004567,Hiro Ali,Female,1970-07-24,2018-01-17,hiro.ali@example.com,,Cairo,mixed,gen_20251127_092505,customers.csv
C001663,Anna Johnson,Female,1981-05-25,2019-01-19,anna.johnson@example.com,+20396352370,Giza,In-Store,gen_20251127_092505,customers.csv
C000416,Fatima Martin,Other,1993-06-18,2022-12-20,fatima.martin@example.com,+20943693875,Cairo,Online,gen_20251127_092505,customers.csv
C004247,Liam Martin,unkn0wn,1958-10-23,2018-02-24,liam.martin@example.com,+20986715911,Cairo,Online,gen_20251127_092505,customers.csv
C002174,Youssef Smith,Female,1957-05-25,2024-10-05,NA,,Mansoura,In-Store,gen_20251127_092505,customers.csv
C001457,Emma Yamamoto,Female,1993-03-13,2021-01-16,emma.yamamoto@example.com,+20247681385,Alexandria,In-Store,gen_20251127_092505,customers.csv
C000747,Mia Brown,Other,1996-06-11,2018-07-01,mia.brown@example.com,+20933781336,Mansoura,Mixed,gen_20251127_092505,customers.csv
C000018,Maria Khan,Female,1989-10-05,2020-12-23,maria.khan@example.com,+20750098592,,In-Store,gen_20251127_092505,customers.csv
C001201,Liam Hassan,Other,2001-03-20,2020-12-24,liam.hassan@example.com,+20654927555,Alexandria,mixed,gen_20251127_092505,customers.csv
C001700,Liam Khan,Other,1990-08-03,2021-04-20,,+20492002174,Doha,In-Store,gen_20251127_092505,customers.csv
C003254,Isabella Johnson,Female,1980-01-15,2022-06-20,isabella.johnson@example.com,+20436384184,Alexandria,In-Store,gen_20251127_092505,customers.csv
C000597,Hiro Khan,Female,2005-06-11,2022-06-03,hiro.khan@example.com,+20882547749,Dubai,Mixed,gen_20251127_092505,customers.csv
C003227,Mohamed Yamamoto,Other,1981-02-23,2023-03-08,mohamed.yamamoto@example.com,+20545073157,NA,Mixed,gen_20251127_092505,customers.csv
C004406,Mia Ali,Other,1973-11-04,2018-09-09,mia.ali@example.com,+20702427544,dubai,Mixed,gen_20251127_092505,customers.csv
C004720,Fatima Ali,Male,1996-05-22,2023-01-02,fatima.ali@example.com,+20425413386,Cairo,In-Store,gen_20251127_092505,customers.csv
C001506,Ahmed Yamamoto,Female,1988-10-06,2019-06-26,ahmed.yamamoto@example.com,+20430079621,Doha,Online,gen_20251127_092505,customers.csv
C001413,Sophia Johnson,Male,1985-04-13,2020-06-01,sophia.johnson@example.com,+20432269861,Dubai,Online,gen_20251127_092505,customers.csv
C001966,Sophia Khan,Male,1972-07-15,2020-12-13,,+20361190173,Doha,In-Store,gen_20251127_092505,customers.csv
C000372,Omar Smith,Other,2002-06-15,2018-03-10,omar.smith@example.com,+20494570647,Giza,In-Store,gen_20251127_092505,customers.csv
C001341,Mohamed Brown,Other,1967-03-08,2022-06-25,mohamed.brown@example.com,+20132875576,Mansoura,In-Store,gen_20251127_092505,customers.csv
C000599,Mohamed Khan,Other,1958-10-24,2024-12-28,mohamed.khan@example.com,+20559747739,Doha,Online,gen_20251127_092505,customers.csv
C000239,Liam Garcia,Female,1969-01-29,2023-02-23,LIAM.GARCIA@EXAMPLE.COM,+20364825082,Riyadh,Mixed,gen_20251127_092505,customers.csv
C003401,Ahmed Johnson,Female,1973-07-27,2021-09-12,ahmed.johnson@example.com,+20469666616,Doha,Online,gen_20251127_092505,customers.csv
